dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,rating,user_ratings_total,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher
True,,,,,,True,True,,,True,,,מזנון מאיר,,3.0,3,,,,,,,,,,,"{'', 'חנות', 'ותיקונים', 'לא', 'של', 'זו', 'קטנה', 'תפירה', 'מזנון', 'טעים'}","[32.8505523, 35.0719296]",,,,,9,55,5,23,1,28,,
True,,,False,True,True,True,True,,False,True,,,שיפוּדי גימל,,3.0,2,"[540, 1020]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",107.2,203.2,False,"{'מקום', '', 'האש', 'סגור', 'ממליץ', 'כל', 'הכי', '4', 'ציון', 'שאוהב', 'בעולם', 'כמעט', 'אבל', 'האוכל', 'למי', 'אל', 'בשר', 'רוב', 'יפה', 'שם', 'אני', 'הזמן', 'לא', 'יום', 'טעים'}","[32.8503725, 35.072055]",,,,,10,55,3,23,1,28,,
True,False,,False,True,True,True,True,,False,True,,True,יוסי בורקס,,5.0,5,"[390, 960]","[390, 960]","[390, 960]","[390, 960]","[390, 960]","[390, 900]","[-1, -1]",390.0,960.0,False,"{'', 'בקהל', 'יש', 'ובמחיר', 'פטריות', 'גם', 'להודות', 'המקומיים', 'שנעשה', 'מושלם', 'זול', 'הגעתי', 'וכיף', 'בעסקים', 'ללא', 'ממליץ', 'דבר', 'והיה', 'טוב', 'מאוד', 'כל', 'אנשים', 'במקרה', 'ממש', 'אדיב', 'הבעלים', 'וחייב', 'שומני', 'מידי', 'מרגרינה', 'ויש', 'תוצרת', 'פשוט', 'היה', 'מעולה', 'וגם', 'שווה', 'וואו', 'בורקס', 'למי', 'הם', 'לעיניים', 'ומעולה', 'שהיה', 'וטעים', 'לבטן🥳', 'לטבעונים', 'שם', 'יד', 'תענוג', 'למקום', 'וואוו', 'יותר', 'נסיון', 'גבינה', 'מילוי', 'לקחתי', 'הבצק', 'טרי', 'שבאזור-שירות', 'מקסימים', 'לא', 'נקי', 'ועוד', 'ומסודר', 'טעים', 'לתמוך', 'תרד'}","[32.8505063, 35.0723776]",,,,,13,55,3,23,0,27,,False
True,,,False,True,True,True,True,,False,True,,,חומוס פול דניאל,,5.0,1,"[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[480, 1080]","[540, 900]","[660, 960]",480.0,1080.0,True,"{'חומוס', 'מאוד', 'נחמד'}","[32.8505063, 35.0723776]",,,,,13,55,3,23,0,27,,
True,,,True,False,False,True,True,,True,True,,,פינה החמה,,5.0,2,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[-1, -1]",720.0,1380.0,True,"{'', 'והשירות', 'את', 'מי', 'כל', 'עם', 'עממי', 'חיוך', 'לוועדות', 'האוכל', 'וטעים', 'שם', 'אוכל', 'ביתי', 'טרי', 'כדי', 'לנסות', 'שמגיע', 'ונפלא'}","[32.8474763, 35.0726862]",,,,,2,45,0,19,2,22,,
True,True,True,True,False,False,True,True,,True,True,True,True,TikTok Grillbar,2.0,4.7,100,"[720, 1620]","[720, 1620]","[720, 1620]","[720, 1620]","[720, 1620]","[-1, -1]","[1020, 1620]",720.0,1620.0,True,"{'האש', '', 'מקום', 'שרות', 'לשבת', 'טובה', 'בשרים', 'גם', 'אחלה', 'ומפתיע', 'ממליץ', 'באווירה', 'טוב', 'מאוד', 'ומוכרות', 'לאפה', 'קבב', 'ממש', 'ביותר', 'נחמד', 'פשוט', 'היה', 'מעולה', 'בשר', 'הזמנתי', 'שירות', 'וטעים', 'ציפס', 'גדולות', ""הצ'יפס"", 'מדהים', 'תענוג', 'איכותי', 'ברמה', 'בטירוף', 'אוכל', 'יותר', 'גריל', 'טרי', 'על', 'מפנק', 'ולאכול', 'מעולים', 'נקי', 'גבוהה', 'משל', 'תודה', 'אפשר', 'הכל', 'ומהלב', 'רשתות', 'מתוק', 'המקום', 'טעים'}","[32.8492681, 35.0741869]",,,,,3,46,0,23,2,28,,
True,True,True,False,False,False,True,True,,False,True,True,True,מאמא שניצל,2.0,4.3,956,"[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[-1, -1]","[-1, -1]",660.0,1320.0,False,"{'', 'יושבים', 'ללפחות', 'תתקרבו', 'למעלה', 'ט', 'חרוצים', 'שעה', 'הצעירה', 'קבב', 'אנשים', 'ס', 'אל', 'ממתין', 'הזמנתי', 'שהיה', 'אשתי', 'צורה', 'גדולות', 'אחרינו', 'ונחמדים', 'בהם', 'והמנה', 'מוגזם', 'ק', 'בשבוע', 'אליו', 'שעבר', 'מחצי', 'ממש', 'ביקורת', 'לכל', 'פ', 'שאשתי', 'אותנו', 'שירות', 'אבא', 'אני', 'להלן', 'בינתיים', 'מחיר', 'שלי', 'המלצרית', 'לא', '84', 'אלינו', 'הייתה', 'ניגשת', 'בכלל', 'את', 'מתייחסת', 'כל', 'נתתי', 'מאוד', 'למרות', 'רמת', 'שלא', 'הזמינה', 'ההמוברגר', 'כך', ""הגב'"", 'שתתייחס', 'השירות', 'עורכת', 'לכן', 'בן', 'מצויינת', '5', 'הכבוד', 'ר', 'שהגיעו', 'בשום', 'בנדיבות', 'ו', 'העובדים', 'במאמא', 'המבורגר', 'ה', 'ולא', 'מתחת', '4', 'בשולחן', 'היה', 'ומביאה', 'האוכל', 'כוכבים', 'היינו', 'הרבה', 'אוכל', 'מצויין', 'שניצל', 'רואה', 'שולחנות', 'מנות', 'הכל', 'אהבה', 'תואם', 'טעים'}","[32.8427945, 35.070257]",33.18,-0.461,117.5,1.0,9,67,1,19,3,22,שניצליה,True
True,True,True,False,False,False,True,True,,False,True,,True,פיתה מונטנה,,4.8,9,"[690, 1260]","[690, 1260]","[690, 1260]","[690, 1260]","[690, 1260]","[630, 930]","[-1, -1]",690.0,1260.0,False,"{'מקום', '', 'תל', 'מבחוץ', 'העבה', 'שיפודי', 'וירקות', 'יש', '30-40₪', 'חודשיים', 'לאחר', 'שילמתי', 'אך', 'חדש', 'ויצאנו', 'מנת', 'העגל', 'עשויים', 'ותו', 'בחום', 'תוספת', '+', 'לפיתה', 'דיי', 'לשלם', 'קבב', '₪', 'לחזור', 'ולסעוד', 'כמו', 'בכל', 'להיאבק', 'אמנם', 'עשוי', 'פשוט', 'הם', 'הזמנתי', 'ציפיות', 'טרייה', 'וההגשה', 'היו', 'מקבלים', 'ימי', 'מושלמת', 'טעימה', 'השאלה', 'שיחסית', 'זמנית', 'שיפורים', 'בסבר', 'רעבחץים', 'העין', 'להבדיל', 'משנה', 'פנים', 'נקי', 'בפנים', 'בו', 'ששילמו', 'שניה', 'שקדי', 'מוטיבציה', '🔝🔝🔝🔝🔝🔝', 'העובי', 'שאוכלים', 'מושך', '92₪', 'אצלכם', 'וזה', 'שמים', 'פחות', 'החוויה', 'הבשר', 'עם', 'קצת', 'הפיתה', '60-92', 'באופן', 'נעימים', 'ולהבליט', 'ממש', 'ואני', 'והפרגיות', 'החוצה', 'מה', 'מוגשת', 'שומן', 'בשר', 'ממולץ', 'בפיתה', 'שירות', 'עוד', 'לדבר', 'מוצלחים', 'ודי', 'ושקדי', 'חושב', 'רקע', 'אני', 'זלג', 'הידע', 'פרופורציונלי', 'בבצק', 'מחיר', 'הבנתי', 'ונעימה', 'עבור', 'ניכר', 'על', 'שיפודים', 'לא', 'מעל', 'ובעיקר', 'לחיך', 'באזור', 'כדיי', 'באיזה', 'נע', 'רוצה', 'וטעימות', 'אש', 'מספק', 'ופה', 'הייתה', 'בלי', 'חלבונים', 'היטב', 'ובלי', 'ובשרים', 'עצמכם', 'פעם', 'של', 'ואסטטיתי', 'מושלם', 'לעסק', 'את', 'בינונית', 'המון', 'בזמן', 'ממליץ', 'והיה', 'כל', 'מאוד', 'מהיר', 'גדושות', 'גושי', 'חווית', 'שלא', 'יהיו', 'מעולה', 'שבענו', 'כך', '2', 'פחמימות', 'מוזיקת', 'חלק', 'הלקוחות', 'מקווה', 'מבחר', 'הזמנו', 'צעירה', 'מעבר', 'לכך', 'השבוע', 'מוגש', 'בלחמנייה', 'משביעות', 'טרי', 'אכזבות', 'ברמות', 'אביב', 'בה', 'ועוד', 'שלה', 'מעט', 'לכם', 'שהמקום', 'מדובר', 'מאחל', 'עגל', 'האש', 'מגוון', 'גם', 'אכלנו', '92', 'מהבשר', 'מלוחים', 'ולא', 'מקומות', 'כמוני', 'בין', 'גדול', 'במיטב', 'יפות', 'שתעשו', 'מידי', 'שתייה', 'מכביד', 'חייב', 'מקצה', 'ניתן', 'היה', 'לציין', 'זה', 'לארוחה', 'ערך', 'לבתי', 'לאכול', 'באנו', 'אחרים', 'הצלחת', 'במחירי', 'בהצלחה', 'הרבה', 'שמוכרים', 'שאר', 'ברמה', 'אוכל', 'המוסף', 'יותר', 'אם', 'שניצל', 'ושפעעעע', 'גודל', 'שישי', 'פני', 'פיתות', 'בתוך', 'לקוחות', 'גבוהה', 'באמת', 'מנות', 'אפשר', 'בהגזמה', 'הכל', 'האכילה', 'וסלטים', 'אותו', 'אסטטי', 'הניקיון', 'שניהם', 'המקום', 'טעים', 'אסאדו'}","[32.84357, 35.0713698]",33.18,-0.461,117.5,1.0,5,62,1,18,2,26,מסעדת בשרים,True
True,,True,True,True,True,True,True,True,True,True,True,,קפה קפה כשר קרית ים,2.0,4.1,1629,"[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[450, 1380]","[-1, -1]","[1050, 1440]",450.0,1380.0,True,"{'', 'מקום', 'הנהלות', '-״הבלקן״', 'יש', 'שהוא', 'ואמרה', 'תוספת', 'שעה', 'קיים', 'דבר', 'היום', 'בזלזול', 'לשלם', 'השיפוצים', 'ביותר', 'שביקשנו', 'אמנם', 'חיכינו', 'פשוט', 'הלכנו', 'בהזמנה', 'מים', 'וכך', 'שאין', 'שכן', 'למקום', 'הראשי', 'ששאלנו', 'סחלב', 'טעימה', 'הגיע', 'היא', 'גרועה', 'לנו', 'קנקן', 'בפנים', 'הטוסט', 'לפני', 'בצל', 'ובחוץ', 'והוא', 'מהמלצר', 'טוסט', 'שאלה', 'שח', 'קוקוס', 'מספיק', 'כמה', 'אחר', 'ושוב', 'קצת', 'עם', 'ישיבה', 'הלזניה', 'שהמחיר', 'מגורדת', 'אבל', 'צריכים', 'בתפריט', 'הסכמנו', 'המנהלת', 'טון', 'למלצרית', 'שירות', 'חוויתי', 'אין', 'איטי', 'מגיע', 'בסוף', 'עשתה', 'אף', 'על', 'משהו', 'המלצרית', 'לא', 'מאכזב', 'פעמים', 'לשולחן', 'כשביקשנו', 'עלים', 'היתה', 'רוצים', 'וואלה', 'שיפוץ', 'ממליצה', 'הייתה', 'ומלפפון', 'של', 'ונגיעה', 'נשאר', 'שוב', 'בכלל', 'את', 'ללא', 'בולגרית', 'למרות', 'כל', 'סלט', 'מאוד', 'שלו', 'הדבר', 'אמרתי', 'התחלה', 'עצמו', 'כמובן', 'וגם', 'מעולה', 'רטבים', 'ישתפר', 'וטרי', 'שגם', 'וענינו', 'עגבניות', 'הביא', 'הזמנו', 'ככה', 'אמרה', 'השירות', 'ביקשנו', 'חשבתי', 'מלצרים', 'לקויה', 'לבקש', 'עד', 'מסעדה', 'הסלט', 'וקינמון', 'שרי', 'מרוכז', 'מומלץ', 'המשפחה', 'כבר', 'שזה', 'בדיוק', 'גם', 'מעניין', 'לשלום', 'טענה', 'שפנינו', '65', 'להם', 'תנועה', 'ולא', 'מקומות', 'נעים', 'לרוטב', 'חוויה', 'היה', 'כאילו', 'התיאור', 'האוכל', 'זה', 'רק', 'זמן', 'מזלי', 'להוסיף', 'היינו', 'חצי', 'חתיכות', 'הירקות', 'הרבה', 'חדשה…', 'שאר', 'אוכל', 'אנחנו', 'אם', 'והסלט', 'דיבור', 'עגבניה', 'וגזר', 'שעברו', 'האלו', 'להזמין', 'כלום', 'היד', 'כשרה', 'אותו', 'ננסה', 'טעים'}","[32.842966, 35.0710359]",33.18,-0.461,117.5,1.0,6,63,2,17,2,21,,
True,,True,False,False,False,True,True,,False,True,True,True,שווארמה בעיר,2.0,4.3,225,"[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[-1, -1]","[-1, -1]",630.0,1320.0,False,"{'', 'מקום', 'הנראה', 'אך', 'מנת', 'במקום', 'מצוין', 'אנשים', ""קטצ'ופ"", 'לחזור', 'כמו', 'חיוך', 'בכל', 'ונהדר', 'סופר', 'לחיפה', 'שהופתעתי', 'כהה', 'כדורים', 'חוזר', 'רוב', 'האירוע', 'ימים', 'הזמנתי', 'שהיה', 'מדהים', 'אלו', 'הלכתי', 'היו', 'ונוזלי', 'בשמן', 'שאפשר', 'והאמת', 'מזמין', 'אישית', 'פה', 'כזה', 'נקי', 'שרוף', 'מנסים', 'בו', 'קטנים', 'שהשתמשו', 'לטובה', 'הטעם', 'מספיק', 'כמה', 'וזה', 'הבשר', 'לי', 'ישיבה', 'עם', 'להחליף', 'ממש', 'חברים', 'תתחרטו', 'שומן', 'מה', 'רושם', '(', 'פלאפל', 'אני', 'לשם', 'צלוחית', 'מכילים', 'מתקמצנים/מכחישים', 'על', 'לפה', 'לא', 'ההינו', 'פעמים', 'רבה', 'קודם', 'תודה', 'עסיסי', 'מלוח', 'בדרך', 'נכנסו', 'חשק', 'בלי', 'כנראה', 'הייתה', 'והשירות', 'טעימים', 'ומתובל', 'של', 'בנפרד', 'חום', 'בעיר', 'את', 'וכמובן', 'שיימאס', 'המון', 'ממליץ', 'ראינו', 'כל', 'טוב', 'מאוד', 'מהיר', 'אדיב', 'שווארמה', 'ויש', 'מיץ', 'נחמדים', 'התאכזבנו', 'מעולה', 'משאיר', 'השירות', 'והצ׳יפס', 'המקומות', 'לדעתי', 'עד', 'ההיתי', 'כאשר', 'בשום', 'ומסודר', 'מלבד', 'עגל', 'מלא', 'מהאוכל', 'וראינו', 'בהחלט', ""צ'פס"", 'לשומן', 'ככל', 'ולא', 'מקומות', 'מבקש', 'ומסיבות', 'לעניין', 'שצריך', 'מאחזבת', 'היה', 'האוכל', 'ועם', 'מהכמות', 'זה', 'בפיתה)', 'נורא', 'האנשים', 'מוצא', 'והמרקם', 'לחסוך', 'השווארמה', 'ושנית', 'עצמי', 'ורוד', 'גודל', 'נמצא', 'טיפה', 'כלום', 'בצלחת', 'לחכות', 'המקום', 'טעים'}","[32.8507131, 35.0770065]",,,,,2,42,0,11,3,22,,
True,,True,True,True,True,True,True,,False,True,True,,בית קפה בגירה,,4.1,104,"[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1320]","[540, 1170]","[780, 1050]",540.0,1320.0,True,"{'', 'מקום', 'ומוגש', 'פעם', 'גם', 'להודות', 'של', 'אחלה', 'האמיתי', 'ניראה', 'מסעדת', 'המזרחי', 'חיצונית', 'עם', '""ברמה""', 'נכון', 'מאוד', 'המחירים', 'כל', 'טוב', 'קייטרינג', 'אטרקטיבי', 'להיום', 'כול', 'חייב', 'ונהדר', 'וגם', 'אבל', 'הלאומי', 'האוכל', 'ועם', 'מהמטבח', '""באגירא""', 'זה', 'הם', 'בעל', 'נהנה', 'שגם', 'ומטפל', 'מטבח', 'שם', 'אני', 'בלקוחות', 'איכותי', 'התמחויות', 'באהבה', 'אוכל', 'יותר', 'הוא', 'מזמין', 'היחס', 'טרי', 'המנות', 'לא', 'מגיש', 'שבעצמו', 'במיוחד', 'נעימה', 'הכל', '(מנות)', 'אוירה', 'הזה', '-', 'מחדש', 'המקום', 'טעים', 'מומלץ'}","[32.853971, 35.0771256]",,,,,6,28,0,8,0,26,,
True,,,,,,True,True,,,True,,,מפגש גנדי,,3.0,1,,,,,,,,,,,{''},"[32.8512838, 35.0795219]",,,,,4,30,1,10,0,20,,
True,True,True,True,False,False,True,True,,True,True,True,True,Tamar Gardens - גני תמר מסעדת בשרים,,4.5,13,"[690, 1440]","[690, 1560]","[690, 1560]","[690, 1560]","[690, 1560]","[-1, -1]","[1200, 1560]",690.0,1536.0,False,"{'מקום', '', 'האש', 'בארץ', 'מלא', 'אומנם', 'ויחס', 'משובח', 'המחיר', 'אך', 'מקומית', 'הסלטים', 'סלטים', 'סטקיה', 'להגיד', 'ושפע', 'טוב', 'מאוד', 'הכי', 'שאכלתי', 'בקמצנות', 'אטרקטיבי', 'נפלא', 'מעולה', 'מה', 'אבל', 'האוכל', 'בשר', 'תורידו', 'שירות', 'מספר', 'בעד', 'טריים', '1', 'שאין', 'מדהים', 'אין', 'בשביל', 'איכותי', 'מסודר', 'ברמה', 'אוכל', 'מחיר', 'מצויין', 'התוספות', 'הטחינה', 'על', 'מפנק', 'תמורה', 'ושירות', 'נקי', 'גבוהה', 'תודה', 'מלח', 'הכל', 'מלוח', 'ומזמין', 'טעים'}","[32.8513811, 35.0795865]",,,,,4,31,1,10,0,21,,
True,,,,,,True,True,,,,,,מזנון מרים,,5.0,1,,,,,,,,,,,"{'אנשים', 'נחמדים', 'בחום', 'אוכל', 'טעים', 'מומלץ'}","[32.8551073, 35.0791765]",,,,,1,24,0,10,2,23,,
True,,,,,,True,True,,,,,,רון לי בשר,,1.0,2,,,,,,,,,,,"{'מקום', '', 'גרוע'}","[32.8514182, 35.081212]",,,,,6,26,0,9,0,22,,
,,,,,,True,True,,,,True,,לאקיסטון צפון,,5.0,1,,,,,,,,,,,{''},"[32.8346479, 35.0727535]",,,,,2,53,0,20,1,14,,
True,True,True,True,False,False,True,True,True,True,True,True,,ג׳פניקה קרית מוצקין כשר | JAPANIKA KIRYAT MOTZKIN KOSHER,2.0,4.2,879,"[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 840]","[1140, 1440]",720.0,1440.0,False,"{'מקום', '', 'טובה', 'המשתווה', 'תמיד', 'יש', 'דג', 'הסושי', 'המוקפצים:', 'קטנה', 'קיים', 'סבבה', 'הסניף', 'אנשים', 'ביותר', 'הרולים', 'כמו', 'קומבינציה', 'עוקף', 'שנים', 'פשוט', 'מומלצים', 'הם', 'רוב', 'בתמרינדי', ""ויז'ן"", 'לטעמי', 'היו', 'או', 'שם', 'אעדיף', 'אתם', 'מבאסת', 'נמסיס', 'הגיעו', 'כלל', 'גרוע', 'הוא', 'מזמין', 'אז', 'לנו', 'גדולים', 'המתחרים', 'מנה', 'בצל', '(כמובן', 'קטנים', 'ירוק', 'כמות', 'מאי', 'האוריאו', 'החמצמץ', 'נ', 'עם', 'קצת', 'בעבורכם)', 'הדג', 'שהייתה', 'המומלצות', 'לה', 'המנגו', 'הטעימים', 'נחמד', 'בצורה', 'די', 'שעדיין', 'חברים', 'הזמנה', 'אבל', 'אוכלת', 'בתפריט', 'אתא', 'לדבר', 'ומעולה', 'הבחירה', ""צ'אנג"", 'והכנפיים', 'אין', 'אני', 'טאי', 'על', 'שלהם', 'לא', 'באזור', 'העבודה)', 'הנמסיס', '(כמישהי', 'הקריספי', 'ומלבן', 'השילוב', 'ארוחה', 'ווסט""', 'קשובים', 'חמצמצה', 'בג׳פניקה', 'ממליצה', 'אלינו', 'מספק', 'מדי', ':(', 'פעם', 'שבביג', 'של', 'בכלל', 'הקוקטיילים:', 'ניראה', 'את', 'בקטגוריית', 'מבדרך', 'ללא', 'כל', 'הייתי', '(ובייחוד', 'פירותית', 'פיש', 'נהדרים', 'ולחריף', 'רול', 'ומרעננת', ""בצ'זה"", 'הזמנו', 'אמרה', 'השירות', ""ג'פנקו"", 'מעבר', 'והאוכל', '(אם', 'למתוק', 'בקטע', 'ב', 'לזה', 'רע', 'עושה', 'רולים', ""ג'פניקה"", 'בסך', 'הזה', 'בסניפים', 'חדשות', 'לשבת', 'שזה', 'שאכלה', 'והם', 'גם', 'בהחלט', 'הסטנדרט', 'הפרש', 'אי', 'מי', 'ה""איסט', 'הכי', 'בין', 'שיש…', 'חוויה', 'בקר', 'לצד', 'האהובה', 'היה', 'סושי', 'האוכל', 'אתה', 'קטן', 'משעמם', 'מזעזעת', 'נורא', 'רשת', 'התפריט):', 'יפה', 'הכנפיים', 'הפאד', 'נודלס)', 'אלרגים', 'עליי', 'מלצרית', 'הרבה', 'ללכת', 'והרולים', 'יותר', 'לגלוטן', 'אם', 'פינוק', 'המנות', 'מהסניף', 'הראשונות', 'ספק', 'להזמין', 'מנות', 'הקינוחים:', 'וריק', 'הכל', 'ומסורתי)', 'מעוצב', 'חריף', 'טעים'}","[32.8326267, 35.073701]",,,,,7,67,2,26,2,13,,
True,True,,False,True,True,True,True,,False,True,True,True,סלטי שרון,,4.7,6,"[420, 1170]","[420, 1170]","[420, 1170]","[420, 1170]","[420, 1170]","[360, 900]","[-1, -1]",420.0,1170.0,False,"{'', 'שווים', 'הכי', 'אנשים', 'וזול', 'כיס', 'נהדר', 'לכל', 'מחירים', 'נהדרים', 'וטרי', 'שירות', 'וביתי', 'מכל', 'שנתקלתי', 'אוכל', 'ביתי', 'נוחים', 'נקי', 'הלב', 'המקום', 'טעים', 'מומלץ'}","[32.8299442, 35.07423]",,,,,12,78,1,29,1,8,,False
True,True,True,False,False,False,True,True,,False,True,True,,פיצה שמש מוצקין,1.0,4.2,279,"[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 1380]","[660, 900]","[1110, 1380]",660.0,1380.0,False,"{'', 'הפיצה', 'משקל', 'תמיד', 'שהוא', '15', 'תוספת', 'שעה', 'לשלם', 'קונים', 'כמו', 'אכיל', 'גועל', 'מחירים', 'חיכינו', 'הלכנו', 'שנצטרך', 'כשאנחנו', 'גניבה', 'הטונה', 'ציפיות', 'שאין', 'שם', 'נאמר', 'טעימה', 'הבצקים', 'לקחת', 'אז', 'מזמינים', 'לנו', 'כיף', 'לפני', 'להתגבר', 'ומקבלים', 'מגשים', 'כמות', 'פיצות', 'שהתישבנו', 'פיצה', 'לגמרי', 'נהנים', 'תוספות', 'טונה', 'וזה', 'בקרית', 'הקטנות', 'עם', 'מוצקין', 'משלוח', 'אחד', 'משפחתית', 'די', 'מה', 'קרה', 'הקטנוניות', 'מדברים', 'עוד', 'להגיע', ""ש''ח"", 'הארוכה', 'אין', 'זולה', 'מגיע', 'חיים', 'לשם', 'העלו', 'ןההמתנה', 'גבינה', '3', 'בקיצור', 'על', 'הפנים', 'לא', 'בלקוח', 'פעמים', 'כסף', 'מהיחס', 'בדרך', 'רוטב', 'מוכנה', 'ואז', 'בנפרד', 'ללא', 'וכל', 'הגיעה', 'שחשוב', 'פיצרייה', 'וגם', 'ביחס', 'הוזמנו', 'הזמנו', 'יקבל', 'ביקשנו', 'נפש', 'לפיצה', 'הנמוך', 'לוקחים', 'שמזמין', 'השקיות', 'ועוד', 'כוכב', 'שזה', 'בושה', 'העובדים', 'לפי', 'מי', 'להם', 'נמאס', 'וחמה', 'וחצי', 'ניתן', 'כמעט', 'זה', 'הילדים', 'רק', 'זמן', 'שהזמין', 'חוסר', 'שידע', 'שניקח', 'למחיר', 'הודיעו', 'כעבור', 'הרבה', 'אפויה', 'להזמין', 'מפיות', 'והפיצה', 'זלזול', 'רטבים', 'העיקר', 'אומרים'}","[32.8331772, 35.0749474]",,,,,9,58,9,27,0,17,,
True,,,,,,True,True,,,True,,,Mr.crispi,,5.0,1,,,,,,,,,,,"{'מקום', 'נחמד'}","[32.8332029, 35.075071]",,,,,9,57,9,27,0,14,,
True,False,False,False,False,False,False,True,True,False,True,True,,פלאפל תימני,1.0,4.6,1158,"[600, 1020]","[600, 1020]","[600, 1020]","[600, 1020]","[600, 1020]","[-1, -1]","[-1, -1]",600.0,1020.0,False,"{'', 'יודעת', 'בחום', 'לאנשים', 'במקום', 'לפלאפל', 'בעולמנו', 'להיות', 'מהמחבת', 'שם', 'שאפשר', 'בחוץ', 'מעולים', 'תאכל', 'בך', 'מנה', 'שניה', 'מצאתי', 'הרגשה', 'שרות', 'שלושת', 'וזה', 'אחר', 'בקרית', 'עם', 'ישיבה', 'שאכלתי', 'ממש', 'שנותנים', 'יחס', 'נחמד', 'אחרת', 'פלאפל', 'נדהם', 'מחיר', 'מהנתינה', 'ונעימה', 'נדיר', 'לא', 'ויעיל', 'קודם', 'שיפור', 'נוחה', 'בארץ', 'פעם', 'משובח', 'ושלום', 'מבוגרים', 'חסרים', 'אמון', 'כל', 'שלו', 'טוב', 'מאוד', 'אדיב', 'מעולה', 'כך', 'יכל', '2', 'תשלם', 'וטרי', 'טעון', 'רבעי', 'טרי', 'אוכלים', 'תימני', 'והבעלים', 'מומלץ', 'וחיילים', 'חנות', 'היישר', 'ים', 'מקומות', 'הכי', 'היה', 'ליגה', 'זה', 'לאכילת', 'הפאלפל', 'יהודיות', 'הוזמנתי', 'יותר', 'שאוכל', 'פיתות', 'להזמין', 'הניקיון', 'המקום', 'טעים'}","[32.8337579, 35.075089]",,,,,9,56,8,23,0,14,,
