dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher,grade
True,,True,True,False,False,True,True,,True,True,True,,גני שפרעם,,"[600, 1320]","[600, 1410]","[600, 1410]","[600, 1410]","[600, 1410]","[600, 1410]","[600, 1410]",600.0,1392.0,True,"{'', 'מקום', 'יתושים', 'אחזור', 'מהשרות', 'ילדים', 'נקיים', 'מרוצים', 'אוכל', 'ואווירה', 'אחרות', 'מלא', 'שם', 'מעולה', 'אופציות', 'עם', 'עוד', 'ומלצרות', 'שירות', 'למשפחות', 'ישן', 'תפריט', 'טעים', 'לא', 'המוזמנים', 'מהאוכל', 'גבוהה', 'נקי', 'לשם', 'מסעדה', 'שרות', 'מאוד', 'שולחנות', 'שירותים', 'ולא', '10', 'יש', 'ברמה', 'מצוין', 'שווה', 'המנה', 'ממליץ', 'חתונה', 'יפה', 'בחיים', 'עשינו', 'יותר', 'מחיר', 'גרוע', 'על'}","[32.8153537, 35.1504735]",,,,,0,25,1,5,0,0,,,77.808
True,,,False,True,True,True,True,,False,True,,,Rebar Shafa Amr - ריבר שפרעם,,"[540, 1350]","[540, 1350]","[540, 1350]","[540, 1350]","[540, 1350]","[540, 1350]","[540, 1350]",540.0,1350.0,True,"{'', 'מקום', 'אכזבו', 'אחלה', 'כל', 'ביום', 'של', 'תמיד', 'פעם', 'מעולההההה', 'שירות', 'וכמובן', 'מהירים', 'טעים', 'מצויין', 'לא', 'למרות', 'טעמים', '😉', 'ממליצה', 'הכבוד', 'מבחר', 'אף', 'המתמדי', 'גדול', 'הלחץ', 'בסדר'}","[32.817073, 35.1521844]",,,,,7,25,2,6,0,0,,,86.336
True,True,,,,,True,True,,,True,,,Pizza Hut,2.0,,,,,,,,,,,"{'', 'הטעם', 'לכולם', 'אבל', 'אני', 'טעים', 'נפש', 'לא', 'שאין', 'מתאכזבים', 'זה', 'פשוט', 'עבור', 'אכילה', 'מהסניף', 'היא', 'הכסף', 'שמזמנים', 'יותר', 'לבקר', 'הגבינה', 'איכות', 'כביכול', 'והטעם', 'בכל', 'פיצה', 'מזמין', 'את', 'המחיר', 'הכאב', 'והפיצה', 'שירותים', 'השירות', 'הזמנו', 'לפח', 'מגעיל', 'משם', 'בינוית', 'הכי', 'ספוג', 'גרועה', 'ששילמנו', 'מהברז', 'עם', 'טוב', 'היה', 'אישית', 'היחידה', 'נגיעה', 'מלאכותי', 'טעם', 'נזרקת', 'נקודת', 'עוגמת', 'בכלל', 'אפילו', 'של', 'פעם', 'הפיצה', 'לבד', '🌹', 'ומתפורר', 'מדהים', 'הבצק', 'משפחתית', 'הגיעה', '👍', 'בשמן', 'זאת', 'והשירות', 'מים', 'ולא', 'הזה', 'כוס', 'בגודל', 'שווה', 'ממליץ', 'וממש', 'מלאה', 'נהדרת', 'גרוע', 'אש'}","[32.8169964, 35.152282]",,,,,8,25,3,7,0,0,,,53.513
True,,True,True,False,True,True,True,,True,True,True,,מסעדת סיידא,2.0,"[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]",720.0,1380.0,True,"{'', 'אבל', 'אוכל', 'כוללת', 'שם', 'שאפשר', 'להזמין', 'טעים', 'בעולם', 'נחמדה', 'חומוס', 'העיקרית', 'רחב', 'פשוט', 'פתיחת', 'פינת', 'מרהיב', 'עבור', 'שמוגשים', 'מהאווירה', 'קצת', 'מהטובים', 'פלטת', 'מגיש', 'מחיר', 'אדיב', 'חמודה', 'ליחיד', 'בסיס', 'סלטים', 'אנחנו', 'מרגז', 'ארוחה', 'אפשר', 'מנה', 'ברמות', 'סועד', 'שירות', 'עד', '(כמובן', 'מאד', 'לפספס', 'סביר', 'מומלץ', 'חם', 'החם', 'המנה', 'השירות', 'קבוע', 'מגוונת', 'המקום', 'אפשרות', 'שבע', 'ברמת', 'מטוגנת', 'טרי', 'הכי', 'כל', 'שמתקבלת', 'גבינה', 'יקרים', 'עם', 'שולחן', 'טוב', 'לשולחן', 'לקבל', 'ומהשירות', 'בלעדייהם', 'הסלטים', 'אתה', 'ומהאוכל', 'היחידה', 'כבר', 'והסלטים', 'מסעדה', 'נוף', 'במקום', 'יש', 'עיקרית', 'רק', 'ישנה', 'ומגוון', ')', '+נרגילות', 'מגוון', 'הבעיה', 'המחירים', 'האוכל', 'של', 'בתשלום', 'בשפע', 'פיתות', 'מדהים', 'נקניקיות', 'עישון', 'מצויין', 'שמרוב', 'והשירות', 'שמורידים', 'בלי', 'טריים', 'אפיית', 'נהנינו', 'אלכוהול', 'יחסית', 'אי', 'על'}","[32.8169527, 35.1526137]",,,,,9,29,3,7,0,0,,,87.432
True,True,True,False,True,False,True,True,,False,True,True,,ROTANA PLUS,,"[660, 1620]","[660, 1620]","[660, 1620]","[660, 1620]","[660, 1620]","[660, 1620]","[660, 1620]",660.0,1620.0,True,"{'', 'אז', 'צוות', 'אוכל', 'אתכם', 'אני', 'זמינים', 'תמורה', 'איכותי', 'טעים', 'לא', 'רחב', 'גבוהה', 'ואף', 'מגיע', 'עצומה', 'חשוב', 'מצוייןן', '2', 'היא', 'יותר', 'שאני', 'סלטים', 'מחירים', 'שיתפתי', 'נתקלתי', 'היו', 'אחד', 'plus', 'לאוכל', 'שירות', 'שפרעם', 'הבשר', 'ממליצהההה', 'אותו', 'למקום', 'יחס', 'מבעל', 'מומלץ', 'המסעדה', 'Rohana', 'מאוד', 'שמגיע', 'לפרגן', 'טעימים', 'מלצרים', 'הבית', 'הרבה', 'השירות', 'בשירות', 'המקום', 'שצריך', 'מזה', 'הייתי', '#מבקר', 'אמנם', 'אופציות', 'עם', 'יפייפה', 'אנרגיה', 'מחאמיד', 'טוב', 'ומעבר', 'בטירוף', 'בתוך', 'הסלטים', 'אכיל', 'היה', 'קבב', 'והכי', 'מושלם', 'גדולות', 'נקי', 'מסעדה', 'אך', '#מסעדות', 'ברמה', 'הצלחת', 'בסדר', 'שתפתיע', 'חוזר', 'מכל', 'מגוון', '-#סרחאן', 'וגם', 'האוכל', 'של', 'במס׳', 'קיבלנו', 'ואירוח', 'מצויין', 'ומעולה', 'שזה', 'עקרון', 'בחום', 'טעמים', 'בתפריט', 'מנות', 'אישי', 'זבוב', 'ממליצה', 'הפעם', 'לשם', 'ולא', 'אמיתי', 'האירוח', 'הזה', 'טריים', 'לאף', 'ממליץ', 'הראשונה', 'חושב', 'תמונות', 'יחסית', 'מעל', 'גרוע', 'סבירים', 'מקומות', 'על'}","[32.8138147, 35.1559369]",,,,,7,37,1,7,0,0,,,79.512
True,,,False,False,False,True,True,,False,True,,,مشاوي ع كيفك,,"[-1, -1]","[960, 1500]","[960, 1500]","[960, 1500]","[960, 1500]","[960, 1500]","[960, 1500]",767.8,1199.8,True,{''},"[32.8134701, 35.156537]",,,,,11,34,1,4,0,0,,,85.285
True,,,False,False,False,True,True,,False,True,,,גני עאמר עליאן,,"[630, 1290]","[630, 1290]","[630, 1290]","[600, 1320]","[600, 1320]","[630, 1290]","[690, 1320]",618.0,1302.0,True,"{'', 'יפה', 'מקום', 'מאוד'}","[32.8237423, 35.153482]",,,,,0,0,0,1,0,0,,,87.474
True,,,False,True,,True,True,,False,True,True,,McDonald's,2.0,,,,,,,,,,,"{'', 'לי', 'מלולך', 'העובדות', 'מאוכזב', 'לכלוך', 'ריח', 'שקט', 'כאילו', 'טעים', 'נפש', 'לא', 'לגמרי', 'חיוך', 'מגיע', 'כשנכנסתי', 'מהעובדים', 'שאני', 'אם', 'ללא', 'נתנו', 'ישתפר', 'סל', 'לחקות', 'אחד', 'מנה', 'שירות', 'בכל', '+', 'הציפס', 'את', 'אמור', 'יחד', 'ציפס', 'יצאה', 'יושב', 'חשבתי', 'הבקשות', 'טובה', 'הרבה', 'השירות', 'ביקשתי', 'האשפה', 'צריך', 'מגעיל', 'מראש', 'מקום', 'כל', 'גועל', 'ושולחן', 'עם', 'ירקות', 'לניקיון', 'ופינוי', 'עושות', 'להם', 'שולחנות', 'לנו', 'סניף', 'מהמנות', 'כלום', 'רעש', 'חוזר', 'השתנה', 'ההזמנה', 'בכלל', 'אפילו', 'של', 'מהמקרר', 'ממש', 'לסניף', 'כוכב', 'ובכלל', 'בסניף', 'איטיים', 'דק', 'ולמרות', 'נעים', 'לאף', 'ממליץ', 'לציפס', 'בשווק', 'פינה', 'כמה', 'הייתי'}","[32.8134791, 35.1578963]",,,,,5,25,0,4,0,0,,,67.079
True,True,,True,False,False,True,True,,True,True,,,Pizza deluxe - פיצה דילוקס,,"[600, 1500]","[600, 1500]","[600, 1500]","[600, 1500]","[600, 1500]","[600, 1500]","[600, 1500]",600.0,1500.0,True,"{'', 'פצה', 'נהניתי', 'הזית', 'אותה', 'אוכל', 'אני', 'פעמיים', 'וסבלני', 'אזמין', 'להזמין', 'מעילמ', 'שווארמה', 'חמה', 'גם', 'טעיים', 'לבקר', 'אצלהם', 'אדיב', 'הזאת', 'אנחנו', 'לנסות', 'מול', 'מעילה', 'אחרות', 'בתיאבון', 'תמיד', 'אפשר', 'שירות', 'וכמובן', 'פיצה', 'עד', 'את', 'באזור', 'לכילמ', 'כשמבקשים', 'המחיר', 'משלוח', 'חניה', 'המסעדה', 'והפיצה', 'מומלץ', 'מאוד', 'תיהנו', 'ל', 'המקום', 'אחר', 'ולנסות', 'למסעדות', 'ובפעמיים', 'מאוחרות', 'כל', 'מאווד', 'פתוח', 'דקה', 'אופציות', 'עם', 'טוב', 'אתם', 'כמו', 'הולכים', 'ומשודרגת', 'שגם', 'סטרומבולי', 'שעות', 'ממליצ', 'במקום', 'יש', 'משהי', 'או', 'במשלוח', 'מגוון', 'במסעדה', 'הפיצה', 'משהו', 'בשפע', 'במיוחד', 'לכ', 'הגיעה', 'הזי', 'עוף', 'זאת', 'בניגוד', 'לשבת', 'טעימה', 'שבוע', 'לאכול', 'הזה🥰🥰👍👍👍', 'מצוין', 'שווה', 'ממליץ', 'ושירות', 'מקווה', 'הייתי'}","[32.811546, 35.1606173]",,,,,1,16,1,9,0,0,,,82.126
True,,True,,,,True,True,,,True,,,ElKhal Rest. مطعم الخال מסעדת אלכאל,,,,,,,,,,,,"{'', 'סלטים', 'הידיים', 'נקיה', 'בנדיבות', 'בנקיונם', 'מיוחד', 'שוארמה', 'מומלץ', 'מבריקים', 'מסעדה', 'שירותים', 'טעימה', '1', 'סבון', 'נייר', 'לניגוב', 'מס', 'להפליא', 'בתיבול'}","[32.812177, 35.160741]",,,,,0,18,1,9,0,0,,,87.474
True,,True,True,False,False,True,True,,True,True,,,המבורגרית שלמה,,"[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]",720.0,1440.0,True,"{'', 'מקום', 'ללא', 'אצל', 'נוח', '👍🏽👍🏽👍🏽', 'אין', 'שירות', 'מהיר', 'שלמה', 'הפרעות', 'טעים', 'ונקי👍', 'מהאוכל', 'סביר', 'מושלם', 'מומלץ', 'ומקצועי', 'נחמד', 'מיקום', 'הדרך', 'יותר', 'מחיר', 'קניה', 'על'}","[32.8071042, 35.160317]",,,,,1,13,1,4,0,0,,,90.57
True,,,False,True,True,True,True,,False,True,,,משאוי אלחלאל ( مشاوي الحلال),,"[540, 1425]","[540, 1425]","[540, 1425]","[540, 1425]","[540, 1425]","[540, 1425]","[540, 1425]",540.0,1425.0,True,"{'', 'טובים', 'מדהים', 'ושירות', 'טעים', 'אוכל', 'אנשים', 'במיוחד'}","[32.8069723, 35.1637592]",,,,,0,9,0,16,0,0,,,88.97
True,,True,False,True,True,True,True,,False,True,,,מסעדת אלשאמי,1.0,"[480, 870]","[480, 930]","[480, 930]","[480, 930]","[480, 930]","[480, 930]","[480, 930]",480.0,918.0,True,"{'', 'בסבר', 'וגזר', 'טובים', 'פנים', 'גרגרים', 'הכי', 'שאהין', 'שמן', 'החביתות', 'חיפה', 'אוכל', 'לכולם', 'כמיל', 'פול', 'הפלאפל', 'אצלם', 'נהננו', 'החומוס', 'שם', 'מחירים', 'של', 'חתוכים', 'לבוא', 'תמיד', 'פעם', 'מעולה', 'ולאכול', 'כדורי', 'ירקות', 'שירות', 'בכל', 'בקיצור', 'שקבל', 'הכל', 'פלאפל', 'ונקי', 'טוב', 'טעים', 'במיוחד', 'השקשוקה', 'באזור', 'הזדמנות', 'והמקום', 'הזמן', 'בחום', 'פיקנטי', 'חומוס', 'וטרי', 'נקי', 'כרוב', 'מומלץ', 'שווארמה', 'מאוד', 'מחייכות', 'טעימה', ""צ'יפס"", 'במקום', 'חם', '10', 'יש', 'ועם', 'ממליץ', 'זית', 'ומפנק', 'ירק', 'קריות', 'אותי', 'שנים', 'בטעם', 'השף', 'גם', 'לבקר', 'שאני', 'על', 'חבל'}","[32.8107001, 35.1636304]",,,,,0,6,1,11,0,0,,,87.81
True,True,,False,True,True,True,True,,False,True,,False,فلافل جحلش פלאפל ג'חלש,,"[-1, -1]","[510, 900]","[510, 900]","[510, 900]","[510, 900]","[510, 900]","[510, 900]",407.8,719.8,True,"{'', 'הכי', 'הפלאפל', 'קר', 'מעולה', 'תמיד', 'הפלאלפל', 'ותמיד', 'שירות', 'בכל', 'פלאפל', 'טעים', 'מה', 'שהיה', 'הזמן', 'לא', 'בחום', 'זה', 'מהממת', 'רמה', 'נקי', 'יחס', 'מאוד', 'לפני', 'המדינה', 'חם', 'טעימים', 'לאכול', 'ממליץ', 'טריה', 'המקום', 'מסודר', 'הפיתה', 'על', 'חבל'}","[32.8113848, 35.1635313]",,,,,0,5,1,11,0,0,,,87.81
True,True,True,False,True,False,True,True,True,False,True,True,True,פיצאפי,1.0,"[-1, -1]","[630, 1380]","[630, 1380]","[630, 1380]","[630, 1380]","[630, 1380]","[630, 1380]",503.8,1103.8,True,"{'', 'בגטים', '-', 'אוכל', 'ולבבי', 'שמחתי', 'משתלמים', 'אני', 'בשריות', 'טעים', 'סאפי', 'מהאוכל', 'מיוחד', 'מהשני', 'ואני', 'במחיר', 'פשוט', 'המילוי', 'והיה', 'אכלנו', 'יותר', 'מרוצה', 'לבקר', 'מחיר', 'במילוי', 'אדיב', '(לא', 'היינו', 'המאפה', 'וגבינה', 'סלטים', 'ואוכל', 'ויפה', 'מחירים', 'פיצוץ', 'אחד', 'גדולה', 'אשתי', 'שירות', 'מנה', 'אהבתי', 'פיצה', 'והבעלים', 'ניתן', 'האדיב', 'את', 'נהנתי', 'מאד', 'משלוח', 'מאפים', 'ולאפות', 'מומלץ', 'וסטרמבולי', 'מאוד', 'שרות', 'ייצא', 'הלב', 'המקום', 'שצריך', 'להסביר', 'זוכר', 'הביתה', 'מעולה', 'ויודע', 'כמו', 'זול', 'היה', 'לקחת', 'מבחר', 'הוגן', 'נקי', 'השם', 'במקום', 'יש', 'ולדאוג', 'נחמד', 'או', 'טעם', 'ומגוון', 'והמשפחה', 'מפנקת', 'מכל', 'מגוון', 'וגם', 'פצצה', 'נותן', 'אצלם', 'בפרט', 'של', 'קיבלנו', 'בשפע', 'הבצק', 'להזמיין', 'מצויין', 'האחראי', 'המנה)', 'עוף', 'והשירות', 'לשבת', 'ובנוסף', 'חוץ', 'לאכול', 'מעובדי', 'ממליץ', 'החנות', 'שהקליינט', 'ושירות', 'אפוי', 'מהשירות', 'ולטעום'}","[32.8042373, 35.1650199]",,,,,1,6,1,24,0,0,,,90.21
True,,,,,,True,True,,,,,,בית של חמודי סואעד,,,,,,,,,,,,"{'מקום', 'חמוווד'}","[32.7977984, 35.1627738]",,,,,0,0,0,0,0,0,,,85.285
True,True,True,False,False,False,True,True,,False,True,,True,Amigos burger bar shfar'am,,"[750, 1440]","[750, 1440]","[750, 1440]","[750, 1440]","[750, 1500]","[750, 1500]","[750, 1440]",750.0,1452.0,True,"{'', 'ההמבורגר', 'מקום', 'ומסודר', 'פנים', 'בטוח', 'הכי', 'לנסות', 'קבלת', 'ישרות', 'אני', 'פעם', 'עם', 'לאוכל', 'שירות', 'הילך', 'לשמ', 'בצורה', 'מנת', 'מהיר', 'טוב', 'ללהמליץ', 'טעים', 'את', 'העבודה', 'טווב', 'בחום', 'חניה', 'המנות', 'ועושה', 'שטעמתי', 'מאוד', 'מקומ', 'תמוד', 'שתחזרו', 'נחמד', 'שווה', 'גישה', 'ממליץ', 'אנו', 'טובה', 'יחסית', 'בטעם', 'אחר', 'יותר', 'צריך', 'אי', 'הוא', 'על', 'המבורגר'}","[32.8132368, 35.1638576]",,,,,0,3,0,6,0,0,,,89.746
True,,,,,,True,True,,,True,,,kartoshka-קרטושקה,,,,,,,,,,,,{''},"[32.8039059, 35.16539]",,,,,1,6,1,24,0,0,,,85.285
True,,,False,True,True,True,True,,False,True,,,פלאפל פהים,1.0,"[-1, -1]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]",431.8,815.8,True,"{'', 'מקום', 'בטוח', 'הכי', 'תודה', 'באוכל', 'אוכל', 'הפלאפל', 'מקסים', 'ונחמד', 'מעולה', 'דבר', 'עם', 'נדיר', 'תחושה', 'איש', 'וזה', 'פלאפל', 'טוב', 'טעים', 'וכל', 'שנמליץ', 'והסביבה', 'חמוצים', 'מעין', 'נדיב', 'שלו', 'ושנחזור', 'וטעים', 'בחום', 'הוא', 'והכי', 'נקי', 'מומלץ', 'והפלאפל', 'הדבר', 'מאוד', 'ומשאיר', 'ובמחירים', 'במקום', 'חשוב', 'שווה', 'בשפרעם', 'נוחים', 'טובה', 'הבית', 'אחר', 'בעל', 'אדיב', 'טרי'}","[32.8103949, 35.1654563]",,,,,0,2,1,11,0,0,,,90.084
True,,True,True,False,False,True,True,,True,True,,True,مطعم تيتي מסעדת תיתי TT Restaurant,,"[720, 1380]","[600, 1380]","[601, 1380]","[601, 1380]","[600, 1380]","[600, 1380]","[600, 1380]",624.4,1380.0,True,"{'', 'קינוחים', 'ביס', 'רצון', 'הטעם', 'מקום', 'וחם', 'פנים', 'מצוחצח✨', 'תענוג', 'המחירים', 'נוח', 'אוכל', 'האוכל', 'צוות', 'קבלת', 'כי', 'תמיד', 'שירות', '😋🍰', 'בכל', 'ממש', 'ובסוף', 'מהיר', 'מדהים', 'טעים', 'אדיבה', 'ומקצועית', 'כמו', 'מצויין', 'לא', 'שירותי', 'אווירה', 'וטעים', 'הם', 'בחום', 'בהחלט', 'היה', 'אישי', 'הוא', 'יחס', 'נקי', 'למקום', 'מהסרטים', 'ביותר', 'קצר', 'מקצועי', 'מאוד', 'העל', 'בסרטים', 'באמת', 'נעימה', 'במקום', 'אש', 'ההתמנה', 'ממליץ', 'שנכנסים', 'היא', 'זמן', 'ושקט', 'וכמות', 'משביעת', 'משתלמת', 'המקום', 'נתחיל', 'המתנה', 'חוסכים', 'מסודר', 'סבירים', 'למשלוח', 'אדיב', 'ומלאה'}","[32.8102149, 35.1655387]",,,,,0,2,1,11,0,0,,,88.817
True,True,True,False,True,True,True,True,,False,True,True,True,מסעדת בית גדי,1.0,"[-1, -1]","[-1, -1]","[-1, -1]","[0, 1440]","[-1, -1]","[-1, -1]","[-1, -1]",-0.8,287.2,False,"{'', 'עלי', 'מקום', 'הזאת', 'מותאמות', 'אחלה', 'תודה', 'נחמדים', 'ואוכל', 'אוכל', 'חוויה', 'פול', 'טוסטים', 'יקר', '09:00', 'פתוח', 'עבר', 'נגיש', 'בחינם', 'ישיבה', 'אין', 'עם', 'ציוץ', 'ויחס', '21:00', 'שירות', 'פיתות', 'מהיר', 'עד', 'טוב', 'טעים', 'אנשים', 'המרפסת', 'מ', 'נחמדה', 'מאד', 'לא', 'ציפורים', 'בטאבון', 'בשבת', 'טעמים', 'תיכנסו', 'חברה', 'חומוס', 'אישית', 'דרוזי', 'לנכים', 'לחזור', 'נקי', 'הוגן', 'לשם', 'שוואורמה', 'מסעדה', 'מאוד', 'הכביש', 'באף', 'טעימה', 'ולא', 'ומקצועי', 'מהמסעדה', 'נשמח', 'בסגנון', 'ברקע', 'הראשי', 'שקשוקה', 'קפה', 'יקרה', 'תתמכרו', 'יותר', 'מחיר', 'על', 'כאלה'}","[32.809268, 35.1666537]",,,,,0,2,2,30,0,0,,,86.755
True,,True,True,True,True,True,True,True,True,True,True,,קפה קפה,2.0,"[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1440]","[540, 1440]","[540, 1440]",540.0,1392.0,True,"{'', 'פנתה', 'אוכל', 'לזוג', 'אחרי', 'טעים', 'ומנות', 'לא', 'שאין', 'זה', 'כיף', 'המלצרית', 'לחזור', 'רמאות', 'נכנס', 'חלבי)', 'שלווה', 'ארוחת', 'והסניף', 'נבוא', 'מעולות', 'אדיב', 'אם', '(לא', 'אנחנו', 'מחירים', 'רואה', 'ארוחה', 'בחינם', 'עוד', 'בכל', 'עדיף', 'את', 'כלכך', 'נכנסנו', '😻', 'למקום', 'היום', 'רבה', 'מאוד', 'שרות', 'ושרות', 'לטובה', 'שוב', 'מאחורי', 'גדול', 'לשתות', 'עלי', 'מקום', 'הארוחה', 'טובים', 'תודה', 'מעולה', 'להוא', 'ומעבר', 'שהלקוח', 'המרפסת', 'טוב', 'בוקר', 'ומסתלבטים', 'שהוא', 'נקי', 'וגילינו', 'לפני', 'ושאלה', 'רק', 'רוצים', 'שניה', 'חושבת', 'הלקוח', 'והמחיר', 'מגוון', 'אחלה', 'ביקרתי', 'האוכל', 'מבחינתי', 'החניה', 'הסבירה', 'של', 'פעם', 'קיבלנו', 'משהו', 'ואוירה', 'העובדים', 'ממש', 'במקרה', 'ומהיר', 'הסניפים', 'שזה', 'האהוב', 'ממליצה', 'מנות', 'לנקות', 'כולל', 'טעימה', 'אלינו', 'מעל', 'לוקחים', 'והפתעתי', 'על'}","[32.8093129, 35.1671059]",,,,,0,1,3,30,0,0,,,80.589
True,,True,True,True,True,True,True,,True,True,True,,Olden,1.0,"[-1, -1]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]","[600, 1440]",479.8,1151.8,True,"{'', 'להחזיק', 'בווליום', 'אותה', 'סועדים', 'אבל', 'אוכל', '100', 'ואכן', 'לרמה', 'מעולים', 'פעמיים', 'אחרת', 'מעשנים', 'לשוחח', 'והחזה', 'ומנות', 'טעים', 'להזמין', 'התנהלות', 'לא', 'נהדר', 'שהזמנו', 'פשוט', 'רם', 'ועשוי', 'בקול', 'מהסיבה', 'גבוה', 'סלט', 'שנשמעת', 'חמה', 'המלצה', 'יותר', 'מחיר', 'מבחור', 'חבל', 'הרקע', 'נוח', 'חוויה', 'שעוד', 'מאתמול', 'היו', 'אחד', 'פשוטה', 'שירות', 'מנה', 'ביקשנו', 'בהמלצה', 'בערב', 'מגיבים', 'את', 'טעימות', 'באהבה', 'שמוזיקת', 'מוצלחת', 'רועש', 'המסעדה', 'שרות', 'מאוד', 'שפשוט', '13/01/23', 'גרוס', 'צריך', 'משם', 'מקום', 'מדובר', 'כל', 'רטבים', 'מעולה', 'עם', 'הלכנו', 'לשווא', 'מומלצת', 'לחוק', 'בעקבות', 'טוב', 'בתוך', 'הלימונדה', 'הרימו', 'המנות', 'נקי', 'מסעדה', 'נאלצים', 'רק', 'הסועדים', 'זמן', 'טעם', 'המוניטין', 'התפריט', 'ובמחיר', 'חוזר', 'הורסת', 'מגוון', 'נדיבות', 'ככה', 'החוויה', 'מקומי', 'של', 'והמלצרים', 'השני', 'כמויות', 'מהיר', 'ואנשים', 'מה', 'ומהיר', 'וביחד', 'בהחלט', 'ממליצה', 'עוף', 'תתעורר', 'להנמיך', 'שהמקום', 'בניגוד', 'מהמלצר', 'אולדן', 'שווה', 'הגשה', 'בעלים', 'גרוע', 'על', 'שבתפריט'}","[32.806218, 35.168813]",,,,,0,2,4,34,0,0,,,90.826
True,,,True,False,False,True,True,,True,True,,,מסעדה מזרחית- אבו חאלד,,"[600, 1350]","[600, 1350]","[600, 1350]","[600, 1350]","[600, 1350]","[600, 1350]","[600, 1350]",600.0,1350.0,True,"{'לוקחים', 'אנחנו', 'n', 'tiwi'}","[32.8063624, 35.1688725]",,,,,0,1,4,34,0,0,,,37.285
True,,True,False,True,True,True,True,True,False,True,False,,Abu Al-Zaki Restaurant,1.0,"[-1, -1]","[540, 1440]","[540, 1440]","[540, 1440]","[540, 1440]","[540, 1440]","[540, 1440]",431.8,1151.8,True,"{'', 'ששמענו', 'נורא', 'לי', 'והשרות', 'אבל', 'בקומה', 'שאפשר', 'I', 'האחרונות', 'לדבריו', 'טעים', 'החבר', 'לקח', 'לא', 'my', 'מספר', 'שווארמה', 'השנייה', 'life', 'קהילת', 'להגיע', 'ועשוי', 'השווארמיות', 'אכלנו', 'למדנו', 'עסיסי', '(', 'ללא', 'סלטים', 'לימים', 'חוויה', 'The', 'ממליצים', 'משמע', 'הגרועה', 'והרגשנו', 'בהמלצה', 'תרתי', 'את', 'מפנק', 'שרוצים', 'אלא', 'נפלא', 'מומלץ', 'ביותר', 'הז׳אנר', 'מאוד', 'ever', 'ביקורות', 'בשנים', 'המקום', 'וכבש(', 'ממנו', 'מקום', 'שלכם', 'דקה', 'חבר', 'הסלטים', 'היה', ""Don't"", 'לקחת', 'שלא', 'המנות', 'בשרנו', 'במקום', 'לאפה', 'worst', 'שאכלתי', 'even', 'המבורגר', 'שאוורמה', 'in', 'מוצלח', 'אחלה', 'מתגעגעים', 'המרגשות', 'בהמלצת', 'אפילו', 'טרים', 'של', 'shawarma', 'לאחר', 'אחת', 'בשווארמה', 'eat', 'לקחנו', 'כאן', 'בה', 'שקלים', 'ההתנהלות', 'בחום', 'הלאפה', 'הפעם', 'לשבת', 'זלזול', 'ב47', 'שזו', 'לאכול', 'מעובדי', 'בר', 'נשמע', 'try', 'שלי', 'כמה', 'שחובב', 'ספק', 'השווארמה', 'עגל', 'הוא', 'על'}","[32.8063625, 35.1688725]",,,,,0,1,4,34,0,0,,,85.516
True,,True,False,False,False,True,True,,False,True,,,Spoon Restaurant-cafe,,"[660, 1260]","[600, 1320]","[660, 1260]","[600, 1320]","[600, 1320]","[600, 1320]","[720, 1350]",624.0,1296.0,True,"{'', 'לשפרעם', 'לי', 'ומסודר', 'מגוון', 'הנוף', 'שריפס', 'ניכר', 'בלימון', 'המחירים', 'מחירים', 'אוכל', 'יקר', 'ונותנת', 'יקרים', 'של', 'כי', 'מעט', 'אחד', 'עם', 'השני', 'לאחר', 'האלו', 'שירות', 'בכל', 'מדליון', 'עד', 'מלצר', 'טעים', 'את', 'תצפית', 'מנות', 'היה', 'r', 'בטווח', 'טובות', 'מחסור', 'שמתומחרת', 'ומטה', 'm', 'קיבלתי', 'נקי', 'נפלא', 'המסעדה', 'מומלץ', 'ביותר', 'מבריקים', 'מסעדה', 'מאוד', 'הבשרים', 'שירותים', 'wd', 'ואת', 'ומהנות', 'בכ""א', 'היטב', 'יש', 'המנה', 'פילה', 'והדג', 'רק', 'יפה', 'גדול', 'הזמנתי', 'טובה', 'בינוני', 'אולי', 'עשויים', 'יותר', 'וטבח', 'העיר', 'סבירים', 'על', 'אדיב', 'שהחליפו'}","[32.8064537, 35.1688728]",,,,,0,1,4,34,0,0,,,79.121
